"SPX 06/12 C1200 Index";"C";"1200";"2012-06-20";"1405.54";"0.46965";"204.09";"0.027";"0.229979466119097"
"SPX 06/12 C1250 Index";"C";"1250";"2012-06-20";"1405.54";"0.46965";"158.34";"0.027";"0.229979466119097"
"SPX 06/12 C1300 Index";"C";"1300";"2012-06-20";"1405.54";"0.46965";"113.3";"0.027";"0.229979466119097"
"SPX 06/12 C1350 Index";"C";"1350";"2012-06-20";"1405.54";"0.46965";"72.85";"0.027";"0.229979466119097"
"SPX 06/12 C1400 Index";"C";"1400";"2012-06-20";"1405.54";"0.46965";"37.51";"0.027";"0.229979466119097"
"SPX 06/12 C1450 Index";"C";"1450";"2012-06-20";"1405.54";"0.46965";"15.4";"0.027";"0.229979466119097"
"SPX 06/12 C1500 Index";"C";"1500";"2012-06-20";"1405.54";"0.46965";"4";"0.027";"0.229979466119097"
"SPX 06/12 C1550 Index";"C";"1550";"2012-06-20";"1405.54";"0.46965";"1.15";"0.027";"0.229979466119097"
"SPX 09/12 C1200 Index";"C";"1200";"2012-09-20";"1405.54";"0.46965";"212.41";"0.027";"0.48186173853525"
"SPX 09/12 C1250 Index";"C";"1250";"2012-09-20";"1405.54";"0.46965";"169.52";"0.027";"0.48186173853525"
"SPX 09/12 C1300 Index";"C";"1300";"2012-09-20";"1405.54";"0.46965";"130.23";"0.027";"0.48186173853525"
"SPX 09/12 C1350 Index";"C";"1350";"2012-09-20";"1405.54";"0.46965";"90.75";"0.027";"0.48186173853525"
"SPX 09/12 C1400 Index";"C";"1400";"2012-09-20";"1405.54";"0.46965";"63.36";"0.027";"0.48186173853525"
"SPX 09/12 C1450 Index";"C";"1450";"2012-09-20";"1405.54";"0.46965";"37";"0.027";"0.48186173853525"
"SPX 09/12 C1500 Index";"C";"1500";"2012-09-20";"1405.54";"0.46965";"20";"0.027";"0.48186173853525"
"SPX 09/12 C1600 Index";"C";"1600";"2012-09-20";"1405.54";"0.46965";"2.7";"0.027";"0.48186173853525"
"SPX 12/12 C1200 Index";"C";"1200";"2012-12-20";"1405.54";"0.46965";"219.67";"0.027";"0.731006160164271"
"SPX 12/12 C1250 Index";"C";"1250";"2012-12-20";"1405.54";"0.46965";"177.84";"0.027";"0.731006160164271"
"SPX 12/12 C1300 Index";"C";"1300";"2012-12-20";"1405.54";"0.46965";"141.21";"0.027";"0.731006160164271"
"SPX 12/12 C1350 Index";"C";"1350";"2012-12-20";"1405.54";"0.46965";"108.54";"0.027";"0.731006160164271"
"SPX 12/12 C1400 Index";"C";"1400";"2012-12-20";"1405.54";"0.46965";"77.66";"0.027";"0.731006160164271"
"SPX 12/12 C1450 Index";"C";"1450";"2012-12-20";"1405.54";"0.46965";"51";"0.027";"0.731006160164271"
"SPX 12/12 C1500 Index";"C";"1500";"2012-12-20";"1405.54";"0.46965";"31.7";"0.027";"0.731006160164271"
"SPX 12/12 C1550 Index";"C";"1550";"2012-12-20";"1405.54";"0.46965";"18.5";"0.027";"0.731006160164271"
"SPX 12/12 C1600 Index";"C";"1600";"2012-12-20";"1405.54";"0.46965";"7.8";"0.027";"0.731006160164271"
"SPX 03/13 C1250 Index";"C";"1250";"2013-03-20";"1405.54";"0.46965";"185.01";"0.027";"0.97741273100616"
"SPX 03/13 C1450 Index";"C";"1450";"2013-03-20";"1405.54";"0.46965";"66";"0.027";"0.97741273100616"
"SPX 03/13 C1500 Index";"C";"1500";"2013-03-20";"1405.54";"0.46965";"43.9";"0.027";"0.97741273100616"
