"SPX 09/09 C800 Index";"C";"800";"2009-09-20";"1005.81";"0.44969";"205.87";"0.015";"0.106776180698152"
"SPX 09/09 C850 Index";"C";"850";"2009-09-20";"1005.81";"0.44969";"156.8";"0.015";"0.106776180698152"
"SPX 09/09 C900 Index";"C";"900";"2009-09-20";"1005.81";"0.44969";"110.37";"0.015";"0.106776180698152"
"SPX 09/09 C950 Index";"C";"950";"2009-09-20";"1005.81";"0.44969";"66.89";"0.015";"0.106776180698152"
"SPX 09/09 C1000 Index";"C";"1000";"2009-09-20";"1005.81";"0.44969";"32.22";"0.015";"0.106776180698152"
"SPX 09/09 C1050 Index";"C";"1050";"2009-09-20";"1005.81";"0.44969";"10";"0.015";"0.106776180698152"
"SPX 09/09 C1100 Index";"C";"1100";"2009-09-20";"1005.81";"0.44969";"2.05";"0.015";"0.106776180698152"
"SPX 09/09 C1150 Index";"C";"1150";"2009-09-20";"1005.81";"0.44969";"0.4";"0.015";"0.106776180698152"
"SPX 09/09 C1200 Index";"C";"1200";"2009-09-20";"1005.81";"0.44969";"0.13";"0.015";"0.106776180698152"
"SPX 12/09 C800 Index";"C";"800";"2009-12-20";"1005.81";"0.44969";"213.46";"0.015";"0.355920602327173"
"SPX 12/09 C850 Index";"C";"850";"2009-12-20";"1005.81";"0.44969";"169.24";"0.015";"0.355920602327173"
"SPX 12/09 C900 Index";"C";"900";"2009-12-20";"1005.81";"0.44969";"129.02";"0.015";"0.355920602327173"
"SPX 12/09 C950 Index";"C";"950";"2009-12-20";"1005.81";"0.44969";"92.1";"0.015";"0.355920602327173"
"SPX 12/09 C1000 Index";"C";"1000";"2009-12-20";"1005.81";"0.44969";"61.58";"0.015";"0.355920602327173"
"SPX 12/09 C1050 Index";"C";"1050";"2009-12-20";"1005.81";"0.44969";"36.6";"0.015";"0.355920602327173"
"SPX 12/09 C1100 Index";"C";"1100";"2009-12-20";"1005.81";"0.44969";"17";"0.015";"0.355920602327173"
"SPX 12/09 C1150 Index";"C";"1150";"2009-12-20";"1005.81";"0.44969";"7";"0.015";"0.355920602327173"
"SPX 12/09 C1200 Index";"C";"1200";"2009-12-20";"1005.81";"0.44969";"3.2";"0.015";"0.355920602327173"
"SPX 03/10 C800 Index";"C";"800";"2010-03-20";"1005.81";"0.44969";"221.54";"0.015";"0.602327173169062"
"SPX 03/10 C900 Index";"C";"900";"2010-03-20";"1005.81";"0.44969";"142.01";"0.015";"0.602327173169062"
"SPX 03/10 C950 Index";"C";"950";"2010-03-20";"1005.81";"0.44969";"106.95";"0.015";"0.602327173169062"
"SPX 03/10 C1000 Index";"C";"1000";"2010-03-20";"1005.81";"0.44969";"77.68";"0.015";"0.602327173169062"
"SPX 03/10 C1100 Index";"C";"1100";"2010-03-20";"1005.81";"0.44969";"32.3";"0.015";"0.602327173169062"
"SPX 03/10 C1200 Index";"C";"1200";"2010-03-20";"1005.81";"0.44969";"10";"0.015";"0.602327173169062"
"SPX 06/10 C800 Index";"C";"800";"2010-06-20";"1005.81";"0.44969";"229.37";"0.015";"0.854209445585216"
"SPX 06/10 C850 Index";"C";"850";"2010-06-20";"1005.81";"0.44969";"190.96";"0.015";"0.854209445585216"
"SPX 06/10 C900 Index";"C";"900";"2010-06-20";"1005.81";"0.44969";"154.06";"0.015";"0.854209445585216"
"SPX 06/10 C1000 Index";"C";"1000";"2010-06-20";"1005.81";"0.44969";"91.14";"0.015";"0.854209445585216"
"SPX 06/10 C1150 Index";"C";"1150";"2010-06-20";"1005.81";"0.44969";"30.4";"0.015";"0.854209445585216"
"SPX 06/10 C1200 Index";"C";"1200";"2010-06-20";"1005.81";"0.44969";"18.74";"0.015";"0.854209445585216"
