"SPX 12/11 C1050 Index";"C";"1050";"2011-12-20";"1237.9";"0.43306";"194.39";"0.028";"0.131416837782341"
"SPX 12/11 C1100 Index";"C";"1100";"2011-12-20";"1237.9";"0.43306";"148.92";"0.028";"0.131416837782341"
"SPX 12/11 C1150 Index";"C";"1150";"2011-12-20";"1237.9";"0.43306";"107.15";"0.028";"0.131416837782341"
"SPX 12/11 C1200 Index";"C";"1200";"2011-12-20";"1237.9";"0.43306";"70.97";"0.028";"0.131416837782341"
"SPX 12/11 C1250 Index";"C";"1250";"2011-12-20";"1237.9";"0.43306";"38";"0.028";"0.131416837782341"
"SPX 12/11 C1300 Index";"C";"1300";"2011-12-20";"1237.9";"0.43306";"16";"0.028";"0.131416837782341"
"SPX 12/11 C1350 Index";"C";"1350";"2011-12-20";"1237.9";"0.43306";"4.55";"0.028";"0.131416837782341"
"SPX 12/11 C1400 Index";"C";"1400";"2011-12-20";"1237.9";"0.43306";"0.9";"0.028";"0.131416837782341"
"SPX 03/12 C1050 Index";"C";"1050";"2012-03-20";"1237.9";"0.43306";"209.33";"0.028";"0.380561259411362"
"SPX 03/12 C1100 Index";"C";"1100";"2012-03-20";"1237.9";"0.43306";"169.32";"0.028";"0.380561259411362"
"SPX 03/12 C1150 Index";"C";"1150";"2012-03-20";"1237.9";"0.43306";"131.95";"0.028";"0.380561259411362"
"SPX 03/12 C1200 Index";"C";"1200";"2012-03-20";"1237.9";"0.43306";"97.43";"0.028";"0.380561259411362"
"SPX 03/12 C1250 Index";"C";"1250";"2012-03-20";"1237.9";"0.43306";"69";"0.028";"0.380561259411362"
"SPX 03/12 C1300 Index";"C";"1300";"2012-03-20";"1237.9";"0.43306";"42";"0.028";"0.380561259411362"
"SPX 03/12 C1350 Index";"C";"1350";"2012-03-20";"1237.9";"0.43306";"23.2";"0.028";"0.380561259411362"
"SPX 03/12 C1400 Index";"C";"1400";"2012-03-20";"1237.9";"0.43306";"12.3";"0.028";"0.380561259411362"
"SPX 06/12 C1050 Index";"C";"1050";"2012-06-20";"1237.9";"0.43306";"221.75";"0.028";"0.632443531827515"
"SPX 06/12 C1100 Index";"C";"1100";"2012-06-20";"1237.9";"0.43306";"183.19";"0.028";"0.632443531827515"
"SPX 06/12 C1150 Index";"C";"1150";"2012-06-20";"1237.9";"0.43306";"149.03";"0.028";"0.632443531827515"
"SPX 06/12 C1200 Index";"C";"1200";"2012-06-20";"1237.9";"0.43306";"116.11";"0.028";"0.632443531827515"
"SPX 06/12 C1250 Index";"C";"1250";"2012-06-20";"1237.9";"0.43306";"88.9";"0.028";"0.632443531827515"
"SPX 06/12 C1300 Index";"C";"1300";"2012-06-20";"1237.9";"0.43306";"62";"0.028";"0.632443531827515"
"SPX 06/12 C1350 Index";"C";"1350";"2012-06-20";"1237.9";"0.43306";"40";"0.028";"0.632443531827515"
"SPX 06/12 C1400 Index";"C";"1400";"2012-06-20";"1237.9";"0.43306";"25";"0.028";"0.632443531827515"
"SPX 09/12 C1050 Index";"C";"1050";"2012-09-20";"1237.9";"0.43306";"230.14";"0.028";"0.884325804243669"
"SPX 09/12 C1100 Index";"C";"1100";"2012-09-20";"1237.9";"0.43306";"194.43";"0.028";"0.884325804243669"
"SPX 09/12 C1200 Index";"C";"1200";"2012-09-20";"1237.9";"0.43306";"129.01";"0.028";"0.884325804243669"
"SPX 09/12 C1250 Index";"C";"1250";"2012-09-20";"1237.9";"0.43306";"102";"0.028";"0.884325804243669"
"SPX 09/12 C1300 Index";"C";"1300";"2012-09-20";"1237.9";"0.43306";"76";"0.028";"0.884325804243669"
"SPX 09/12 C1350 Index";"C";"1350";"2012-09-20";"1237.9";"0.43306";"57";"0.028";"0.884325804243669"
